level,file,issue,metric,n
SEC,2024_SEE_DIP_FED_RP_NAL_SEC.csv,value_mismatch,PVEM_PT,33
DIS,2024_SEE_PRE_NAL_DIS.csv,missing_in_warehouse,CASILLAS,32
DIS,2024_SEE_PRE_NAL_DIS.csv,missing_in_warehouse,SECCIONES,32
DIS,2024_SEE_PRE_NAL_DISCAND.csv,missing_in_warehouse,CASILLAS,32
DIS,2024_SEE_PRE_NAL_DISCAND.csv,missing_in_warehouse,SECCIONES,32
DIS,2024_SEE_PRE_NAL_DISPP.csv,missing_in_warehouse,CASILLAS,32
DIS,2024_SEE_PRE_NAL_DISPP.csv,missing_in_warehouse,SECCIONES,32
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,missing_in_warehouse,CASILLAS,32
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,missing_in_warehouse,SECCIONES,32
DIS,2024_SEE_SEN_FED_MR_NAL_DISCAND.csv,missing_in_warehouse,CASILLAS,32
DIS,2024_SEE_SEN_FED_MR_NAL_DISCAND.csv,missing_in_warehouse,SECCIONES,32
DIS,2024_SEE_SEN_FED_MR_NAL_DISPP.csv,missing_in_warehouse,CASILLAS,32
DIS,2024_SEE_SEN_FED_MR_NAL_DISPP.csv,missing_in_warehouse,SECCIONES,32
DIS,2024_SEE_SEN_FED_RP_NAL_DISPP.csv,missing_in_warehouse,CASILLAS,32
DIS,2024_SEE_SEN_FED_RP_NAL_DISPP.csv,missing_in_warehouse,SECCIONES,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,PAN_PRI_PRD,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,MORENA,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,PAN,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,PRD,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,PRI,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,PT,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,PVEM,32
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,PAN,32
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,PRD,32
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,PRI,32
ENT,2024_SEE_PRE_NAL_ENT.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_PRE_NAL_ENT.csv,value_mismatch,DISTRITOS,32
ENT,2024_SEE_PRE_NAL_ENT.csv,value_mismatch,MUNICIPIOS,32
ENT,2024_SEE_PRE_NAL_ENT.csv,value_mismatch,SECCIONES,32
ENT,2024_SEE_PRE_NAL_ENTCAND.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_PRE_NAL_ENTCAND.csv,value_mismatch,DISTRITOS,32
ENT,2024_SEE_PRE_NAL_ENTCAND.csv,value_mismatch,MUNICIPIOS,32
ENT,2024_SEE_PRE_NAL_ENTCAND.csv,value_mismatch,PAN_PRI_PRD,32
ENT,2024_SEE_PRE_NAL_ENTCAND.csv,value_mismatch,PVEM_PT_MORENA,32
ENT,2024_SEE_PRE_NAL_ENTCAND.csv,value_mismatch,SECCIONES,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,DISTRITOS,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,MORENA,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,MUNICIPIOS,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,PAN,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,PRD,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,PRI,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,PT,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,PVEM,32
ENT,2024_SEE_PRE_NAL_ENTPP.csv,value_mismatch,SECCIONES,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,DISTRITOS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,MUNICIPIOS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,SECCIONES,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,DISTRITOS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,MUNICIPIOS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,SECCIONES,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,DISTRITOS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,MUNICIPIOS,32
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,SECCIONES,32
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,CASILLAS,32
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,DISTRITOS,32
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,MUNICIPIOS,32
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,SECCIONES,32
MUN,2024_SEE_PRE_NAL_MUN.csv,missing_in_warehouse,CASILLAS,32
MUN,2024_SEE_PRE_NAL_MUN.csv,missing_in_warehouse,SECCIONES,32
MUN,2024_SEE_SEN_FED_MR_NAL_MUN.csv,missing_in_warehouse,CASILLAS,32
MUN,2024_SEE_SEN_FED_MR_NAL_MUN.csv,value_mismatch,SECCIONES,32
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,missing_in_warehouse,CASILLAS,32
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,missing_in_warehouse,SECCIONES,32
SEC,2024_SEE_PRE_NAL_SEC.csv,missing_in_warehouse,CASILLAS,32
SEC,2024_SEE_SEN_FED_MR_NAL_SEC.csv,missing_in_warehouse,CASILLAS,32
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,missing_in_warehouse,CASILLAS,32
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,PRD,32
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,missing_in_warehouse,CAND_IND1,31
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,missing_in_warehouse,CAND_IND2,31
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,CAND_IND1,31
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,CAND_IND2,31
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,PVEM_PT_MORENA,31
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,missing_in_warehouse,CAND_IND1,31
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,missing_in_warehouse,CAND_IND2,31
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,MORENA,31
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,PT,31
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,PVEM,31
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,PAN,31
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,PRD,31
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,PRI,31
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,MC,31
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,MORENA,31
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,NUM_VOTOS_VALIDOS,31
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PRI,31
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PT,31
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PVEM,31
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,TOTAL_VOTOS,31
SEC,2024_SEE_DIP_FED_RP_NAL_SEC.csv,value_mismatch,PAN_PRI,31
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,PAN_PRI_PRD,31
DIS,2024_SEE_DIP_FED_RP_NAL_DISPP.csv,value_mismatch,MC,30
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PAN,30
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PRD,30
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PRI,30
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,PAN_PRI_PRD,30
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,PAN,30
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,PRD,30
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,PRI,30
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,NUM_VOTOS_NULOS,30
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PAN,30
DIS,2024_SEE_DIP_FED_RP_NAL_DISPP.csv,value_mismatch,NUM_VOTOS_NULOS,29
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PAN,29
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PRD,29
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PRI,29
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PRD,29
DIS,2024_SEE_SEN_FED_RP_NAL_DISPP.csv,value_mismatch,MC,28
DIS,2024_SEE_SEN_FED_RP_NAL_DISPP.csv,value_mismatch,NUM_VOTOS_NULOS,28
DIS,2024_SEE_SEN_FED_RP_NAL_DISPP.csv,value_mismatch,NUM_VOTOS_VALIDOS,28
DIS,2024_SEE_SEN_FED_RP_NAL_DISPP.csv,value_mismatch,TOTAL_VOTOS,28
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,NUM_VOTOS_VALIDOS,28
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,TOTAL_VOTOS,28
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,28
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,TOTAL_VOTOS,28
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_VALIDOS,28
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,TOTAL_VOTOS,28
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,MORENA,28
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,PT,28
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,PVEM,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,MC,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,MORENA,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,NUM_VOTOS_NULOS,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,NUM_VOTOS_VALIDOS,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PAN,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PRI,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PT,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PVEM,28
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,TOTAL_VOTOS,28
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,missing_in_warehouse,PAN_PRD,27
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,missing_in_warehouse,PAN_PRI,27
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,missing_in_warehouse,PAN_PRI_PRD,27
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,missing_in_warehouse,PRI_PRD,27
DIS,2024_SEE_SEN_FED_MR_NAL_DISCAND.csv,missing_in_warehouse,PAN_PRI_PRD,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,MC,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,MORENA,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,NUM_VOTOS_NULOS,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PAN,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PAN_PRI_PRD,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PRD,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PRI,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PT,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PVEM,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,MC,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,NUM_VOTOS_NULOS,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,MC,27
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_NULOS,27
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRD,26
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PVEM_PT_MORENA,26
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PAN_PRI_PRD,26
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PRD,26
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PAN_PRI,25
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PT_MORENA,25
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PVEM_MORENA,25
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PVEM_PT,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,MC,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,MORENA,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,NUM_VOTOS_NULOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,NUM_VOTOS_VALIDOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PAN,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PRD,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PRI,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PT,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PVEM,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,TOTAL_VOTOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,MC,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,NUM_VOTOS_NULOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,TOTAL_VOTOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,MC,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_NULOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_VALIDOS,25
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,TOTAL_VOTOS,25
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PVEM_PT_MORENA,25
MUN,2024_SEE_SEN_FED_MR_NAL_MUN.csv,value_mismatch,PAN_PRD,25
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PAN_PRI_PRD,25
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,PVEM_PT_MORENA,25
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI_PRD,24
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PAN_PRI_PRD,24
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PAN_PRI,23
MUN,2024_SEE_DIP_FED_MR_NAL_MUN.csv,value_mismatch,PAN_PRD,23
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PVEM_MORENA,23
SEC,2024_SEE_DIP_FED_MR_NAL_SEC.csv,value_mismatch,PRI_PRD,23
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRD,22
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,NUM_VOTOS_CAN_NREG,22
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,NUM_VOTOS_CAN_NREG,22
ENT,2024_SEE_SEN_FED_MR_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_CAN_NREG,22
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,MORENA,22
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,PT,22
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,PVEM,22
MUN,2024_SEE_DIP_FED_MR_NAL_MUN.csv,value_mismatch,PRI_PRD,22
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PT_MORENA,22
SEC,2024_SEE_DIP_FED_MR_NAL_SEC.csv,value_mismatch,PAN_PRD,22
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PAN_PRI,21
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,PT_MORENA,21
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,PVEM_MORENA,21
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,MORENA,20
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PT,20
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PVEM,20
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,MORENA,20
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PT,20
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PVEM,20
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,PVEM_PT_MORENA,20
SEC,2024_SEE_SEN_FED_MR_NAL_SEC.csv,value_mismatch,PAN_PRD,20
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,18
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,18
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,18
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,NUM_VOTOS_CAN_NREG,18
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,NUM_VOTOS_CAN_NREG,18
ENT,2024_SEE_DIP_FED_MR_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_CAN_NREG,18
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PVEM_PT,18
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PAN_PRI,18
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PVEM_PT_MORENA,18
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PT_MORENA,17
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PVEM_MORENA,17
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PVEM_PT,17
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PVEM_PT_MORENA,17
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PVEM_MORENA,17
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PRI_PRD,16
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PT_MORENA,16
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,PAN_PRI,16
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PAN_PRD,15
SEC,2024_SEE_DIP_FED_RP_NAL_SEC.csv,value_mismatch,NUM_VOTOS_CAN_NREG,15
ENT,2024_SEE_DIP_FED_MR_NAL_ENT.csv,value_mismatch,PAN_PRD,14
DIS,2024_SEE_SEN_FED_MR_NAL_DIS.csv,value_mismatch,PRI_PRD,13
MUN,2024_SEE_SEN_FED_MR_NAL_MUN.csv,value_mismatch,PRI_PRD,13
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,PVEM_PT,13
DIS,2024_SEE_DIP_FED_RP_NAL_DISPP.csv,value_mismatch,NUM_VOTOS_CAN_NREG,12
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,MORENA,12
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,PT,12
ENT,2024_SEE_DIP_FED_MR_NAL_ENTCAND.csv,value_mismatch,PVEM,12
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_VALIDOS,12
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,TOTAL_VOTOS,12
ENT,2024_SEE_SEN_FED_MR_NAL_ENT.csv,value_mismatch,PRI_PRD,12
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,missing_in_warehouse,PVEM_PT_MORENA,12
DIS,2024_SEE_SEN_FED_RP_NAL_DISPP.csv,value_mismatch,NUM_VOTOS_CAN_NREG,11
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,PVEM_PT,11
SEC,2024_SEE_SEN_FED_MR_NAL_SEC.csv,value_mismatch,PRI_PRD,11
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,MC,10
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_NULOS,10
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,NUM_VOTOS_CAN_NREG,10
MUN,2024_SEE_SEN_FED_RP_NAL_MUN.csv,value_mismatch,NUM_VOTOS_CAN_NREG,10
DIS,2024_SEE_SEN_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9
DIS,2024_SEE_SEN_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9
DIS,2024_SEE_SEN_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9
SEC,2024_SEE_SEN_FED_RP_NAL_SEC.csv,value_mismatch,NUM_VOTOS_CAN_NREG,9
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,MORENA,8
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,PT,8
ENT,2024_SEE_SEN_FED_MR_NAL_ENTCAND.csv,value_mismatch,PVEM,8
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PAN_PRD,7
SEC,2024_SEE_DIP_FED_RP_NAL_SEC.csv,value_mismatch,PAN_PRD,7
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,missing_in_warehouse,PAN_PRD,6
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,missing_in_warehouse,PAN_PRI,6
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,missing_in_warehouse,PAN_PRI_PRD,6
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,missing_in_warehouse,PRI_PRD,6
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,missing_in_warehouse,PAN_PRI_PRD,6
ENT,2024_SEE_DIP_FED_RP_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_CAN_NREG,6
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,MC,6
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_CAN_NREG,6
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_NULOS,6
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,NUM_VOTOS_VALIDOS,6
ENT,2024_SEE_SEN_FED_RP_NAL_ENTPP.csv,value_mismatch,TOTAL_VOTOS,6
SEC,2024_SEE_DIP_FED_RP_NAL_SEC.csv,value_mismatch,PRI_PRD,6
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,CASILLAS,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,DISTRITOS,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,MORENA,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,PAN,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,PRD,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,PRI,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,PT,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,PVEM,5
CIR,2024_SEE_DIP_FED_RP_NAL_CIR.csv,value_mismatch,SECCIONES,5
MUN,2024_SEE_DIP_FED_RP_NAL_MUN.csv,value_mismatch,PRI_PRD,5
