level,file,issue,metric,ID_ESTADO,ID_DISTRITO_FEDERAL,expected,actual,diff,ID_MUNICIPIO,SECCION,QA_KEY,CIRCUNSCRIPCION
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,measure_column_missing_in_csv,MUNICIPIOS,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,measure_column_missing_in_csv,DISTRITOS,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,measure_column_missing_in_csv,ESTADOS,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,1,1,577,576,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,1,2,592,591,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,1,3,676,675,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,1,14724,14628,-96,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,1,76286,75742,-544,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,1,47644,47383,-261,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,2,1,530,524,-6,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,2,1,1756,1745,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,1,1436,1429,-7,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,1,8619,8563,-56,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,1,3670,3640,-30,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,1,6695,6631,-64,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,1,161421,160346,-1075,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,1,7105,7039,-66,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,1,168671,167530,-1141,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,1,550,549,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,2,14126,14100,-26,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,2,83940,83643,-297,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,2,33223,33177,-46,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,2,1411,1405,-6,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,2,7207,7198,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,2,5497,5473,-24,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,2,8013,7992,-21,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,2,155082,154653,-429,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,2,8357,8327,-30,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,2,163585,163126,-459,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,2,582,581,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,3,558,557,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,4,14220,14150,-70,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,4,104691,103978,-713,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,4,9052,9012,-40,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,2,4,132,131,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,4,1471,1466,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,4,4236,4213,-23,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,4,16125,16036,-89,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,4,11370,11309,-61,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,4,161818,160816,-1002,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_CAN_NREG,2,4,203,202,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,4,9757,9697,-60,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,4,171778,170715,-1063,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,4,642,641,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,5,18763,18745,-18,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,5,89005,88842,-163,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,5,38577,38546,-31,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,2,5,415,414,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,2,5,1718,1717,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,5,2449,2444,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,5,11335,11324,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,5,12905,12884,-21,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,5,11764,11749,-15,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,5,187016,186750,-266,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,5,9700,9676,-24,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,5,197018,196728,-290,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,5,662,661,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,6,17832,17784,-48,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,6,87916,87642,-274,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,6,27464,27426,-38,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,2,6,355,353,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,2,6,1278,1277,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,6,1774,1770,-4,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,6,10034,10013,-21,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,6,11609,11566,-43,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,6,13893,13856,-37,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,6,172221,171753,-468,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_CAN_NREG,2,6,255,250,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,6,9981,9950,-31,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,6,182457,181953,-504,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,6,667,666,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,7,13689,13652,-37,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,7,82259,81965,-294,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,7,21299,21250,-49,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,2,7,708,706,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,7,1714,1707,-7,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,7,6927,6918,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,7,6677,6647,-30,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,7,10008,9990,-18,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,7,143663,143217,-446,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,7,9610,9577,-33,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,7,153517,153038,-479,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,7,565,564,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,8,14836,14762,-74,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,8,95063,94516,-547,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,8,15392,15315,-77,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,2,8,185,183,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,2,8,752,749,-3,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,8,1796,1787,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,8,5550,5511,-39,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,8,9225,9156,-69,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT_MORENA,2,8,857,848,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,8,11832,11770,-62,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_MORENA,2,8,1501,1490,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT,2,8,459,458,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT_MORENA,2,8,3586,3563,-23,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,8,161072,160146,-926,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,8,4222,4197,-25,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,8,165508,164557,-951,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,8,591,590,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,2,9,15824,15529,-295,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,2,9,86360,84966,-1394,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,2,9,11493,11332,-161,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,2,9,217,209,-8,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,2,9,524,508,-16,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,2,9,1635,1611,-24,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,2,9,8897,8763,-134,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI_PRD,2,9,15,14,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,2,9,7644,7497,-147,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,2,9,13250,13033,-217,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,2,9,145885,143488,-2397,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,2,9,9870,9726,-144,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,2,9,155949,153408,-2541,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,2,9,566,565,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,3,1,15167,15136,-31,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,3,1,80755,80628,-127,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,3,1,50606,50543,-63,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,3,1,996,995,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,3,1,3197,3192,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,3,1,1848,1844,-4,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,3,1,7973,7959,-14,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,3,1,9667,9647,-20,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT_MORENA,3,1,1373,1368,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,3,1,9449,9426,-23,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_MORENA,3,1,1118,1115,-3,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT,3,1,866,864,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT_MORENA,3,1,5965,5944,-21,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,3,1,189153,188834,-319,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,3,1,5620,5609,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,3,1,194917,194587,-330,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,3,1,663,662,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,3,2,8857,8843,-14,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,3,2,51391,51280,-111,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,3,2,35215,35162,-53,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRD,3,2,76,75,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,3,2,407,406,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,3,2,1544,1539,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,3,2,1705,1700,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,3,2,4103,4100,-3,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,3,2,14167,14147,-20,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT_MORENA,3,2,1487,1480,-7,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,3,2,6722,6714,-8,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_MORENA,3,2,603,601,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT,3,2,621,617,-4,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT_MORENA,3,2,3957,3948,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,3,2,130876,130633,-243,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,3,2,4825,4816,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,3,2,135875,135623,-252,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,3,2,453,452,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,4,1,83598,83431,-167,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,4,1,78824,78661,-163,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,4,1,8869,8858,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,4,1,1127,1125,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,4,1,1516,1515,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,4,1,33219,33208,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,4,1,6866,6849,-17,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT_MORENA,4,1,906,905,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,4,1,7304,7294,-10,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_MORENA,4,1,687,682,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT,4,1,714,712,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT_MORENA,4,1,4516,4507,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,4,1,228668,228269,-399,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,4,1,6417,6408,-9,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,4,1,235241,234833,-408,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,4,1,618,617,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,4,2,56170,55880,-290,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,4,2,96940,96469,-471,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,4,2,10165,10096,-69,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,4,2,605,602,-3,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,4,2,1099,1096,-3,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,4,2,9377,9322,-55,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,4,2,7797,7764,-33,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT_MORENA,4,2,1211,1209,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,4,2,6129,6099,-30,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_MORENA,4,2,1042,1037,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT,4,2,769,766,-3,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_PT_MORENA,4,2,5671,5648,-23,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_VALIDOS,4,2,197237,196250,-987,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_CAN_NREG,4,2,109,107,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,NUM_VOTOS_NULOS,4,2,6220,6185,-35,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,TOTAL_VOTOS,4,2,203566,202542,-1024,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,CASILLAS,4,2,614,613,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MC,5,1,6258,6236,-22,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,MORENA,5,1,71206,70899,-307,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN,5,1,4465,4452,-13,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI,5,1,368,362,-6,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PAN_PRI_PRD,5,1,778,776,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRD,5,1,4039,4034,-5,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI,5,1,80013,79743,-270,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PRI_PRD,5,1,399,395,-4,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT,5,1,8519,8491,-28,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PT_MORENA,5,1,1774,1767,-7,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM,5,1,5940,5924,-16,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DIS.csv,value_mismatch,PVEM_MORENA,5,1,915,910,-5,NA,NA,NA,NA
