"gaceta_vote_id","party_key","vote_choice","ordinal","deputy_name","vote_display","tile_number","x","y","tooltip"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",216,"Sánchez López Gloria","Sí",216,24,-9,"<b>Sánchez López Gloria</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 216"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",217,"Sánchez Reyes Jorge Luis","Sí",217,1,-10,"<b>Sánchez Reyes Jorge Luis</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 217"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",218,"Solache González Maribel","Sí",218,2,-10,"<b>Solache González Maribel</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 218"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",219,"Suárez Montes de Oca Roselia","Sí",219,3,-10,"<b>Suárez Montes de Oca Roselia</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 219"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",220,"Taja Ramírez Javier","Sí",220,4,-10,"<b>Taja Ramírez Javier</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 220"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",221,"Tenorio Adame Paola","Sí",221,5,-10,"<b>Tenorio Adame Paola</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 221"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",222,"Ulloa Pérez Carlos Alberto","Sí",222,6,-10,"<b>Ulloa Pérez Carlos Alberto</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 222"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",223,"ULLOA PEREZ GERARDO","Sí",223,7,-10,"<b>ULLOA PEREZ GERARDO</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 223"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",224,"Urbina Castañeda Rosa Irene","Sí",224,8,-10,"<b>Urbina Castañeda Rosa Irene</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 224"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",225,"Valdepeñas González Gabriela","Sí",225,9,-10,"<b>Valdepeñas González Gabriela</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 225"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",226,"Valdés Peña Jesús","Sí",226,10,-10,"<b>Valdés Peña Jesús</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 226"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",227,"Valencia de la Mora Gricelda","Sí",227,11,-10,"<b>Valencia de la Mora Gricelda</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 227"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",228,"Varela Domínguez Juan Carlos","Sí",228,12,-10,"<b>Varela Domínguez Juan Carlos</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 228"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",229,"Vargas Meraz Teresita de Jesús","Sí",229,13,-10,"<b>Vargas Meraz Teresita de Jesús</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 229"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",230,"Velazco Bautista Aremy","Sí",230,14,-10,"<b>Velazco Bautista Aremy</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 230"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",231,"Velázquez Vallejo Francisco Javier","Sí",231,15,-10,"<b>Velázquez Vallejo Francisco Javier</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 231"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",232,"Velázquez Vázquez Marcela","Sí",232,16,-10,"<b>Velázquez Vázquez Marcela</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 232"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",233,"Vences Valencia Julieta Kristal","Sí",233,17,-10,"<b>Vences Valencia Julieta Kristal</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 233"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",234,"Vilchis Contreras Luis Fernando","Sí",234,18,-10,"<b>Vilchis Contreras Luis Fernando</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 234"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",235,"Villalpando Riquelme Julieta","Sí",235,19,-10,"<b>Villalpando Riquelme Julieta</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 235"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",236,"Villanueva Moo Jazmín Yaneli","Sí",236,20,-10,"<b>Villanueva Moo Jazmín Yaneli</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 236"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",237,"Villegas Guarneros Dulce Ma. Corina","Sí",237,21,-10,"<b>Villegas Guarneros Dulce Ma. Corina</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 237"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",238,"Villegas Sánchez Merary","Sí",238,22,-10,"<b>Villegas Sánchez Merary</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 238"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",239,"Vitela Rodríguez Alma Marina","Sí",239,23,-10,"<b>Vitela Rodríguez Alma Marina</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 239"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",240,"Vázquez Adasa Saray","Sí",240,24,-10,"<b>Vázquez Adasa Saray</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 240"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",241,"Vázquez Alatorre Antares Guadalupe","Sí",241,1,-11,"<b>Vázquez Alatorre Antares Guadalupe</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 241"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",242,"Vazquez Arellano Manuel","Sí",242,2,-11,"<b>Vazquez Arellano Manuel</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 242"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",243,"Vázquez Conchas Raymundo","Sí",243,3,-11,"<b>Vázquez Conchas Raymundo</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 243"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",244,"Vázquez Navarro Enrique","Sí",244,4,-11,"<b>Vázquez Navarro Enrique</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 244"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",245,"Vazquez Vazquez Alfredo","Sí",245,5,-11,"<b>Vazquez Vazquez Alfredo</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 245"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",246,"Xix Euan Elda María","Sí",246,6,-11,"<b>Xix Euan Elda María</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 246"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",247,"Zagal Ramírez Xochitl Nashielly","Sí",247,7,-11,"<b>Zagal Ramírez Xochitl Nashielly</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 247"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",248,"Zebadúa Alva Joaquín","Sí",248,8,-11,"<b>Zebadúa Alva Joaquín</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 248"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",249,"Zenteno Santaella Pedro Mario","Sí",249,9,-11,"<b>Zenteno Santaella Pedro Mario</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 249"
"GACETA_L66_TABLA1OR1_2","MRN","Favor",250,"Zúñiga Cerón Marisela","Sí",250,10,-11,"<b>Zúñiga Cerón Marisela</b><br>Partido: MRN<br>Voto: Sí<br>Orden en la fuente: 250"
"GACETA_L66_TABLA1OR1_2","MRN","Ausente",1,"Armenta Oliveros Magaly","Ausente",251,11,-11,"<b>Armenta Oliveros Magaly</b><br>Partido: MRN<br>Voto: Ausente<br>Orden en la fuente: 1"
"GACETA_L66_TABLA1OR1_2","MRN","Ausente",2,"Gómez Urrutia Napoleón","Ausente",252,12,-11,"<b>Gómez Urrutia Napoleón</b><br>Partido: MRN<br>Voto: Ausente<br>Orden en la fuente: 2"
"GACETA_L66_TABLA1OR1_2","MRN","Ausente",3,"Martínez y Hernández Ifigenia","Ausente",253,13,-11,"<b>Martínez y Hernández Ifigenia</b><br>Partido: MRN<br>Voto: Ausente<br>Orden en la fuente: 3"
"GACETA_L66_TABLA1OR1_2","MRN","Ausente",4,"Oseguera Kernion Adrián","Ausente",254,14,-11,"<b>Oseguera Kernion Adrián</b><br>Partido: MRN<br>Voto: Ausente<br>Orden en la fuente: 4"
"GACETA_L66_TABLA1OR1_2","MRN","Ausente",5,"Sánchez Cordero Dávila Olga","Ausente",255,15,-11,"<b>Sánchez Cordero Dávila Olga</b><br>Partido: MRN<br>Voto: Ausente<br>Orden en la fuente: 5"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",1,"Anaya Llamas José Guillermo","No",1,1,-1,"<b>Anaya Llamas José Guillermo</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 1"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",2,"Azuara Zúñiga David","No",2,2,-1,"<b>Azuara Zúñiga David</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 2"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",3,"Balderas Trejo Ana María","No",3,3,-1,"<b>Balderas Trejo Ana María</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 3"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",4,"Becerra Moreno Monica","No",4,4,-1,"<b>Becerra Moreno Monica</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 4"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",5,"Borboa Becerra Omar Antonio","No",5,5,-1,"<b>Borboa Becerra Omar Antonio</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 5"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",6,"Castillo Medina Nubia Iris","No",6,6,-1,"<b>Castillo Medina Nubia Iris</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 6"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",7,"Chimal García Fidel Daniel","No",7,7,-1,"<b>Chimal García Fidel Daniel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 7"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",8,"Cortés Mendoza David Alejandro","No",8,8,-1,"<b>Cortés Mendoza David Alejandro</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 8"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",9,"Damián Retes César Israel","No",9,9,-1,"<b>Damián Retes César Israel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 9"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",10,"Döring Casar Federico","No",10,10,-1,"<b>Döring Casar Federico</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 10"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",11,"Espinosa Sánchez Paola Milagros","No",11,11,-1,"<b>Espinosa Sánchez Paola Milagros</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 11"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",12,"Ferreyro Rosado Abril","No",12,12,-1,"<b>Ferreyro Rosado Abril</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 12"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",13,"Gamboa Torales María Josefina","No",13,13,-1,"<b>Gamboa Torales María Josefina</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 13"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",14,"García Jimeno Alcocer Ma. Lorena","No",14,14,-1,"<b>García Jimeno Alcocer Ma. Lorena</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 14"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",15,"García López Luis Enrique","No",15,15,-1,"<b>García López Luis Enrique</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 15"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",16,"Garza Treviño Pedro","No",16,16,-1,"<b>Garza Treviño Pedro</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 16"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",17,"Ginez Serrano Teresa","No",17,17,-1,"<b>Ginez Serrano Teresa</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 17"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",18,"Gómez Cárdenas Annia Sarahí","No",18,18,-1,"<b>Gómez Cárdenas Annia Sarahí</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 18"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",19,"González Alonso Carmen Rocío","No",19,19,-1,"<b>González Alonso Carmen Rocío</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 19"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",20,"Granados Trespalacios María Angélica","No",20,20,-1,"<b>Granados Trespalacios María Angélica</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 20"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",21,"Guevara Rodríguez Miguel Ángel","No",21,21,-1,"<b>Guevara Rodríguez Miguel Ángel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 21"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",22,"Gutiérrez Garza Blanca Leticia","No",22,22,-1,"<b>Gutiérrez Garza Blanca Leticia</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 22"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",23,"Gutierrez Valtierra Diana Estefania","No",23,23,-1,"<b>Gutierrez Valtierra Diana Estefania</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 23"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",24,"Guzmán Avilés María del Rosario","No",24,24,-1,"<b>Guzmán Avilés María del Rosario</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 24"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",25,"Hernández Cerón Asael","No",25,1,-2,"<b>Hernández Cerón Asael</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 25"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",26,"Hinojosa Pérez José Manuel","No",26,2,-2,"<b>Hinojosa Pérez José Manuel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 26"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",27,"Huerta Villegas Genoveva","No",27,3,-2,"<b>Huerta Villegas Genoveva</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 27"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",28,"Iñiguez Franco José Mario","No",28,4,-2,"<b>Iñiguez Franco José Mario</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 28"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",29,"Jiménez Angulo Julia Licet","No",29,5,-2,"<b>Jiménez Angulo Julia Licet</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 29"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",30,"Jiménez Delgado Silvia Patricia","No",30,6,-2,"<b>Jiménez Delgado Silvia Patricia</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 30"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",31,"Jiménez Zamora Mariana Guadalupe","No",31,7,-2,"<b>Jiménez Zamora Mariana Guadalupe</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 31"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",32,"Kalionchiz De la Fuente Theodoros","No",32,8,-2,"<b>Kalionchiz De la Fuente Theodoros</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 32"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",33,"Lixa Abimerhi José Elías","No",33,9,-2,"<b>Lixa Abimerhi José Elías</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 33"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",34,"López Rabadán Kenia","No",34,10,-2,"<b>López Rabadán Kenia</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 34"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",35,"Luna Ayala Noemi Berenice","No",35,11,-2,"<b>Luna Ayala Noemi Berenice</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 35"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",36,"MARTINEZ CAZARES GERMAN","No",36,12,-2,"<b>MARTINEZ CAZARES GERMAN</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 36"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",37,"Martínez López Paulo Gonzalo","No",37,13,-2,"<b>Martínez López Paulo Gonzalo</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 37"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",38,"Martínez Álvarez Elizabeth","No",38,14,-2,"<b>Martínez Álvarez Elizabeth</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 38"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",39,"Martínez Terrazas Víctor Adrián","No",39,15,-2,"<b>Martínez Terrazas Víctor Adrián</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 39"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",40,"Monraz Ibarra Miguel Ángel","No",40,16,-2,"<b>Monraz Ibarra Miguel Ángel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 40"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",41,"Moya Bastón Martha Amalia","No",41,17,-2,"<b>Moya Bastón Martha Amalia</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 41"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",42,"Márquez Alcalá Laura Cristina","No",42,18,-2,"<b>Márquez Alcalá Laura Cristina</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 42"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",43,"Márquez Becerra Alan Sahir","No",43,19,-2,"<b>Márquez Becerra Alan Sahir</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 43"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",44,"Niño de Rivera Vela Homero Ricardo","No",44,20,-2,"<b>Niño de Rivera Vela Homero Ricardo</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 44"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",45,"Olguín Díaz Nancy Aracely","No",45,21,-2,"<b>Olguín Díaz Nancy Aracely</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 45"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",46,"Olivares Castañeda Amparo Lilia","No",46,22,-2,"<b>Olivares Castañeda Amparo Lilia</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 46"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",47,"Ortiz Pérez Liliana","No",47,23,-2,"<b>Ortiz Pérez Liliana</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 47"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",48,"Palacios Kuri Tania","No",48,24,-2,"<b>Palacios Kuri Tania</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 48"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",49,"Pelayo Covarrubias Francisco","No",49,1,-3,"<b>Pelayo Covarrubias Francisco</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 49"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",50,"Pérez Díaz Víctor Manuel","No",50,2,-3,"<b>Pérez Díaz Víctor Manuel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 50"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",51,"PEREZ HERRERA VERONICA","No",51,3,-3,"<b>PEREZ HERRERA VERONICA</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 51"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",52,"Quiñones Garrido Claudia","No",52,4,-3,"<b>Quiñones Garrido Claudia</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 52"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",53,"Ramírez Barba Ector Jaime","No",53,5,-3,"<b>Ramírez Barba Ector Jaime</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 53"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",54,"Rementería del Puerto Julen","No",54,6,-3,"<b>Rementería del Puerto Julen</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 54"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",55,"Rendón García César Augusto","No",55,7,-3,"<b>Rendón García César Augusto</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 55"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",56,"Rodríguez Barroso Diego Angel","No",56,8,-3,"<b>Rodríguez Barroso Diego Angel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 56"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",57,"Rodríguez Heredia María Isabel","No",57,9,-3,"<b>Rodríguez Heredia María Isabel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 57"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",58,"Rodríguez Torres Luis Agustín","No",58,10,-3,"<b>Rodríguez Torres Luis Agustín</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 58"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",59,"Rubio Fernández Paulina","No",59,11,-3,"<b>Rubio Fernández Paulina</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 59"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",60,"Salim Alle Miguel Ángel","No",60,12,-3,"<b>Salim Alle Miguel Ángel</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 60"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",61,"Sánchez Rodríguez Ernesto","No",61,13,-3,"<b>Sánchez Rodríguez Ernesto</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 61"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",62,"Sosa Pichardo Roberto","No",62,14,-3,"<b>Sosa Pichardo Roberto</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 62"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",63,"Tejeda Cid Armando","No",63,15,-3,"<b>Tejeda Cid Armando</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 63"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",64,"Téllez Hernández Héctor Saúl","No",64,16,-3,"<b>Téllez Hernández Héctor Saúl</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 64"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",65,"Torres Cofiño Marcelo de Jesús","No",65,17,-3,"<b>Torres Cofiño Marcelo de Jesús</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 65"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",66,"Torres Graciano Fernando","No",66,18,-3,"<b>Torres Graciano Fernando</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 66"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",67,"Treviño Martínez Guillermo","No",67,19,-3,"<b>Treviño Martínez Guillermo</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 67"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",68,"Verástegui Ostos César Augusto","No",68,20,-3,"<b>Verástegui Ostos César Augusto</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 68"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",69,"Vásquez Hernández Eva María","No",69,21,-3,"<b>Vásquez Hernández Eva María</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 69"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",70,"Vázquez Jiménez Alonso de Jesús","No",70,22,-3,"<b>Vázquez Jiménez Alonso de Jesús</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 70"
"GACETA_L66_TABLA1OR1_2","PAN","Contra",71,"Zavala Gómez del Campo Margarita E.","No",71,23,-3,"<b>Zavala Gómez del Campo Margarita E.</b><br>Partido: PAN<br>Voto: No<br>Orden en la fuente: 71"
"GACETA_L66_TABLA1OR1_2","PRD","Contra",1,"Sandoval Hernández Mónica Elizabeth","No",1,1,-1,"<b>Sandoval Hernández Mónica Elizabeth</b><br>Partido: PRD<br>Voto: No<br>Orden en la fuente: 1"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",1,"Abramo Masso Yerico","No",1,1,-1,"<b>Abramo Masso Yerico</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 1"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",2,"Alonso Que Erubiel Lorenzo","No",2,2,-1,"<b>Alonso Que Erubiel Lorenzo</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 2"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",3,"Alonso Reyes Miguel Alejandro","No",3,3,-1,"<b>Alonso Reyes Miguel Alejandro</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 3"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",4,"Ambriz Delgadillo Humberto","No",4,4,-1,"<b>Ambriz Delgadillo Humberto</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 4"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",5,"Arredondo Ramos Abigail","No",5,5,-1,"<b>Arredondo Ramos Abigail</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 5"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",6,"Barrera Maldonado Leticia","No",6,6,-1,"<b>Barrera Maldonado Leticia</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 6"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",7,"Beltrones Sánchez Sylvana","No",7,7,-1,"<b>Beltrones Sánchez Sylvana</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 7"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",8,"Betanzos Cortés Israel","No",8,8,-1,"<b>Betanzos Cortés Israel</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 8"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",9,"Calzada Mercado Mario","No",9,9,-1,"<b>Calzada Mercado Mario</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 9"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",10,"Cantú Ramírez Andrés Mauricio","No",10,10,-1,"<b>Cantú Ramírez Andrés Mauricio</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 10"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",11,"Castro Bello Christian Mishel","No",11,11,-1,"<b>Castro Bello Christian Mishel</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 11"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",12,"Ceja García Xitlalic","No",12,12,-1,"<b>Ceja García Xitlalic</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 12"
"GACETA_L66_TABLA1OR1_2","PRI","Contra",13,"Chávez Velázquez Noel","No",13,13,-1,"<b>Chávez Velázquez Noel</b><br>Partido: PRI<br>Voto: No<br>Orden en la fuente: 13"
